runner_id,age,gender,running_experience_months,previous_marathon_count,training_program,motivation_level,personal_best_minutes,weekly_mileage_miles,runs_per_week,long_run_distance_km,speed_work_sessions_per_week,rest_days_per_week,training_adherence_pct,consecutive_weeks_no_miss,cross_training_hours_per_week,resting_heart_rate_bpm,vo2_max,bmi,recovery_score,sleep_hours_avg,injury_count,injury_severity,nutrition_score,hydration_consistency,training_streak_days,missed_workout_pct,early_morning_run_frequency,weather_condition_training_pct,goal_completion_rate,run_club_attendance_rate,warmup_adherence_pct,stretching_adherence_pct,marathon_date,marathon_weather,course_difficulty,target_finish_time_minutes,actual_finish_time_minutes,mental_preparation_score,medal_outcome,dnf,is_first_marathon,vo2_max_was_missing,cross_training_hours_per_week_was_missing,nutrition_score_was_missing,hydration_consistency_was_missing,sleep_hours_avg_was_missing,implausible_volume,medal,goal_gap
R074426,20,Male,14,2,Beginner,1,272.0,12.4,3,15.0,1,3,84,12,0.0,71,58.01507792578884,19.8,10.0,7.5,0,None,3.0,7.0,112,16,25,6,50,0,86,9,2025-11-29,Sunny,Hilly,253,290.0,6,0,0,0,0,0,0,0,0,0,0,37.0
R051072,47,Female,55,3,Intermediate,3,244.0,12.4,5,15.0,2,2,88,13,0.0,76,57.14377416583368,22.1,6.7,6.0,0,None,6.0,6.0,96,12,41,26,44,40,49,64,2024-11-09,Sunny,Mixed,249,277.0,6,1,0,0,0,0,0,1,0,0,1,28.0
R007625,57,Female,44,0,Intermediate,10,,23.6,4,15.0,2,3,87,11,0.1,80,53.55743104202453,22.7,3.9,5.6,2,Minor,3.0,3.0,14,13,84,44,77,52,81,39,2025-06-08,Cloudy,Flat,285,320.0,5,0,0,1,1,1,0,0,0,0,0,35.0
R038242,34,Male,6,4,Beginner,5,283.0,15.0,5,15.0,1,2,87,13,0.1,80,39.48305610956552,20.2,5.8,5.0,0,None,9.0,5.0,96,13,28,0,60,15,69,87,2025-04-20,Rainy,Hilly,273,319.0,9,0,0,0,0,1,0,0,0,0,0,46.0
R080118,61,Male,33,2,Intermediate,2,239.0,19.3,3,15.0,1,3,83,13,2.4,80,53.55743104202453,21.1,6.3,7.6,1,Minor,3.0,8.0,55,17,42,28,58,57,28,31,2025-02-05,Rainy,Flat,215,257.0,7,0,0,0,1,0,0,0,0,0,0,42.0
R083466,54,Female,41,3,Intermediate,10,259.0,26.7,5,15.0,2,2,75,14,0.0,73,58.58101292862012,23.5,4.5,7.2,0,None,4.0,5.0,97,25,81,49,75,72,53,83,2025-08-15,Cloudy,Hilly,250,285.0,3,0,0,0,0,0,0,0,0,0,0,35.0
R093082,53,Male,8,2,Beginner,3,281.0,12.4,4,15.0,2,3,82,13,0.0,80,45.61245999734121,19.0,7.4,7.0,0,None,1.0,4.0,87,18,16,22,74,11,38,75,2025-09-09,Sunny,Flat,256,292.0,2,0,0,0,0,0,0,0,1,0,0,36.0
R006901,37,Male,27,2,Intermediate,3,239.0,12.4,4,15.0,1,3,66,10,0.7,80,53.55743104202453,27.9,5.9,6.9,2,Severe,5.0,3.0,48,34,0,12,43,28,60,5,2025-01-04,Rainy,Flat,206,266.0,3,0,0,0,1,0,0,0,0,0,0,60.0
R008924,19,Female,90,3,Advanced,9,240.0,22.8,4,16.0,1,3,89,12,1.9,78,48.712228491779946,24.6,8.1,6.6,1,Severe,3.0,7.0,90,11,44,41,89,59,43,84,2025-02-27,Sunny,Mixed,240,296.0,9,0,0,0,0,0,0,0,0,0,0,56.0
R033112,21,Female,6,5,Beginner,5,276.0,12.4,3,15.0,1,3,80,13,0.0,80,45.14077770418397,21.8,6.2,5.8,1,Minor,7.0,4.0,66,20,29,18,79,21,60,5,2024-11-18,Cloudy,Hilly,275,322.0,5,0,0,0,0,0,0,0,0,0,0,47.0
R083525,56,Male,21,1,Beginner,6,239.0,27.8,3,15.0,1,3,84,16,0.0,80,42.81170277487278,25.7,7.5,7.0,0,None,3.0,2.0,99,16,3,46,53,10,63,78,2025-04-26,Cloudy,Flat,255,288.0,3,1,0,0,0,0,0,0,0,0,1,33.0
R065186,44,Female,25,0,Intermediate,8,,25.2,4,15.0,1,3,79,11,0.0,80,49.29134519227618,23.0,8.1,7.2,0,None,9.0,6.0,54,21,30,70,56,22,80,0,2025-10-16,Rainy,Flat,225,258.0,4,1,0,1,0,0,0,0,0,0,1,33.0
R084150,62,Female,6,1,Beginner,10,280.0,12.4,4,15.0,1,3,73,11,3.9,80,44.69109156235625,22.3,7.7,8.3,1,Moderate,7.0,5.0,83,27,43,16,68,100,15,34,2025-07-05,Cold,Hilly,284,344.0,7,0,0,0,0,0,0,0,0,0,0,60.0
R061841,29,Female,6,3,Beginner,5,235.0,12.4,4,15.0,1,3,83,12,1.7,80,53.55743104202453,23.0,7.8,8.2,0,None,4.0,6.0,64,17,53,28,63,38,38,19,2024-06-06,Rainy,Flat,232,269.0,4,0,0,0,1,0,0,0,0,0,0,37.0
R037738,26,Male,23,0,Beginner,1,,12.4,5,15.0,0,2,76,15,0.1,67,53.55743104202453,21.6,8.7,7.0,3,Minor,4.0,6.0,83,24,0,0,71,0,53,33,2024-01-01,Windy,Mixed,251,295.0,6,0,0,1,1,1,0,1,1,0,0,44.0
R064821,32,Non-binary,34,1,Intermediate,5,246.0,12.4,5,15.0,1,2,55,13,0.1,50,66.34111015249147,21.7,8.3,5.7,0,None,10.0,7.0,43,10,55,7,72,53,55,71,2024-04-12,Hot,Mixed,233,251.0,5,3,0,0,0,1,0,0,0,0,1,18.0
R002396,20,Female,20,6,Beginner,8,222.0,18.1,4,18.4,1,3,88,15,4.1,80,47.8247073889587,22.4,6.5,6.9,0,None,4.0,5.0,100,12,32,80,89,45,59,76,2025-05-13,Sunny,Flat,237,265.0,7,1,0,0,0,0,0,0,0,0,1,28.0
R071895,30,Female,29,2,Intermediate,9,232.0,35.6,5,30.9,0,2,89,14,3.3,76,51.75283290923682,24.0,9.4,7.7,0,None,7.0,4.0,73,11,40,28,89,66,46,56,2024-02-12,Sunny,Mixed,240,266.0,1,2,0,0,0,0,0,0,0,0,1,26.0
R083621,33,Female,6,2,Beginner,8,332.0,12.4,5,15.0,1,2,91,15,4.4,74,57.49335599059,25.8,6.9,8.0,1,Minor,3.0,8.0,102,9,64,0,88,48,83,76,2024-08-29,Cold,Hilly,286,334.0,6,0,0,0,0,0,0,0,0,0,0,48.0
R078230,36,Female,14,2,Beginner,5,261.0,12.4,4,15.0,0,3,68,11,0.0,68,60.37238346562097,19.3,9.8,6.6,0,None,6.0,7.0,53,32,12,34,68,48,33,0,2024-08-13,Cloudy,Flat,245,271.0,5,1,0,0,0,0,0,0,0,0,1,26.0
R056040,27,Female,37,4,Intermediate,1,235.0,12.4,4,15.0,1,3,93,16,0.0,70,61.98819772696884,24.0,10.0,7.6,3,Severe,4.0,7.0,60,36,1,13,51,29,82,9,2024-11-02,Hot,Mixed,230,288.0,6,0,0,0,0,0,0,0,0,0,0,58.0
R076868,34,Male,48,0,Intermediate,4,,12.4,3,15.0,1,3,65,10,0.0,80,53.63792439160367,20.3,6.2,7.2,0,None,8.0,2.0,29,35,85,0,38,41,26,90,2025-04-11,Cloudy,Hilly,228,263.0,10,0,0,1,0,0,0,0,0,0,0,35.0
R038263,18,Male,6,0,Beginner,6,,12.4,4,15.0,1,3,88,15,0.0,80,46.89088532367628,20.5,7.5,7.9,0,None,7.0,8.0,82,12,43,24,61,64,79,59,2024-11-24,Rainy,Flat,270,305.0,7,0,0,1,0,0,0,0,0,0,0,35.0
R092602,54,Male,49,0,Intermediate,5,,20.2,5,21.1,2,2,72,11,0.0,78,59.66328278086584,22.7,5.4,7.0,1,Minor,7.0,7.0,64,28,12,33,47,30,93,81,2025-09-07,Rainy,Flat,243,280.0,9,0,0,1,0,0,0,0,0,0,0,37.0
R019055,19,Male,61,1,Advanced,1,229.0,12.4,5,15.0,2,2,57,7,0.1,80,53.55743104202453,26.5,9.3,6.4,1,Minor,8.0,8.0,47,43,0,44,52,16,16,33,2025-11-25,Hot,Flat,223,266.0,7,0,0,0,1,1,0,0,0,0,0,43.0
R049906,30,Male,62,4,Advanced,1,286.0,12.4,4,15.0,2,3,93,12,0.1,63,69.17997225195585,22.2,9.9,8.5,1,Moderate,6.0,6.0,86,7,28,0,100,20,32,54,2024-11-28,Sunny,Flat,252,281.0,10,1,0,0,0,0,0,0,0,0,1,29.0
R011195,49,Female,6,2,Beginner,5,268.0,12.4,4,15.0,0,3,74,12,1.2,80,35.0,18.5,5.5,6.1,1,Minor,7.0,8.0,77,26,21,0,58,25,51,61,2025-09-12,Rainy,Mixed,255,308.0,6,0,0,0,0,0,0,0,0,0,0,53.0
R010480,19,Male,40,2,Intermediate,5,266.0,12.9,5,15.0,1,2,97,15,0.0,79,51.89066537567607,25.9,8.1,6.9,2,Severe,6.0,9.0,112,3,46,3,97,42,39,100,2024-04-29,Sunny,Flat,272,326.0,6,0,0,0,0,0,0,0,0,0,0,54.0
R023348,50,Female,32,0,Intermediate,1,,12.4,4,15.0,0,3,78,11,0.0,68,63.15692681318601,19.9,7.2,6.3,0,None,3.0,6.0,0,22,0,8,76,9,35,77,2024-05-30,Sunny,Hilly,253,288.0,7,0,0,1,0,0,0,1,0,0,0,35.0
R012534,62,Female,55,0,Intermediate,2,,12.4,4,15.0,1,3,60,11,0.4,77,53.093086747735605,22.9,4.0,8.3,0,None,6.0,8.0,50,40,0,4,26,49,34,79,2024-03-19,Rainy,Hilly,239,284.0,9,0,0,1,0,0,0,0,0,0,0,45.0
R011409,47,Male,37,0,Intermediate,2,,15.4,4,15.0,0,3,56,12,0.7,46,53.55743104202453,24.9,3.6,7.4,1,Minor,7.0,10.0,72,29,29,10,53,52,10,47,2025-06-07,Hot,Flat,239,253.0,3,3,0,1,1,0,0,0,0,0,1,14.0
R090766,55,Male,25,2,Intermediate,2,242.0,12.4,5,15.0,1,2,59,8,0.1,71,64.24088593468842,21.8,7.7,6.9,0,None,10.0,8.0,84,41,25,12,66,49,38,57,2024-04-06,Sunny,Hilly,210,245.0,5,0,0,0,0,1,0,0,0,0,0,35.0
R035518,61,Male,11,1,Beginner,3,271.0,12.4,4,15.0,0,3,81,12,0.4,77,56.32209182112497,22.2,2.6685046902787386,5.887250318211822,0,None,9.0,4.0,108,19,29,5,77,42,66,96,2025-04-22,Hot,Mixed,271,323.0,6,0,0,0,0,0,0,0,0,0,0,52.0
R095608,28,Male,73,1,Advanced,1,180.0,19.8,5,15.0,1,2,87,16,8.7,77,59.80038261240541,27.0,8.2,9.0,0,None,6.0,5.0,94,13,28,23,92,6,43,41,2025-09-21,Sunny,Mixed,187,213.0,3,1,0,0,0,0,0,0,0,0,1,26.0
R064551,32,Female,7,5,Beginner,9,315.0,14.4,5,15.0,1,2,90,10,0.0,67,67.2879082749039,19.1,6.7,6.0,0,None,3.0,7.0,71,10,48,66,75,41,81,74,2024-03-30,Rainy,Mixed,303,339.0,5,0,0,0,0,0,0,0,0,0,0,36.0
R037346,33,Female,56,4,Intermediate,3,251.0,12.4,7,15.0,2,0,72,15,0.0,78,53.20836606913937,20.7,2.91202923144105,5.672320082896827,0,None,8.0,2.0,76,28,0,15,54,0,69,73,2024-01-18,Sunny,Flat,225,268.0,5,0,0,0,0,0,0,0,0,0,0,43.0
R079857,32,Female,6,1,Beginner,7,300.0,29.1,4,18.4,1,3,92,10,3.0,74,54.00189415611728,19.9,8.3,8.3,0,None,5.0,10.0,83,8,33,48,36,100,89,31,2024-05-23,Hot,Mixed,277,314.0,8,0,0,0,0,0,0,0,0,0,0,37.0
R067116,56,Female,18,4,Beginner,1,260.0,12.4,4,15.0,0,3,59,9,0.0,80,47.532470655162975,24.2,1.096490125735994,5.0442012658876925,1,Moderate,1.0,5.0,52,41,21,0,49,55,26,59,2025-03-26,Windy,Flat,270,330.0,8,0,0,0,0,0,0,0,0,0,0,60.0
R031974,21,Male,6,1,Beginner,10,245.0,21.4,4,15.0,0,3,98,12,0.0,78,52.96975433927164,18.9,10.0,6.3,1,Severe,5.0,6.0,71,2,86,20,74,40,49,74,2024-10-07,Cloudy,Flat,246,301.0,7,0,0,0,0,0,0,0,0,0,0,55.0
R085066,38,Non-binary,6,1,Beginner,2,278.0,13.8,4,15.0,1,3,72,10,10.0,80,47.02101546612413,22.9,5.7,7.2,0,None,3.0,5.0,37,28,4,22,59,0,71,2,2025-09-10,Hot,Hilly,265,319.0,2,0,0,0,0,0,0,0,0,0,0,54.0
R038191,30,Female,94,5,Advanced,7,238.0,25.5,5,15.0,2,2,64,11,0.1,80,52.87788342263879,22.5,8.9,7.4,0,None,6.0,6.0,63,36,38,2,49,4,61,48,2024-07-23,Cloudy,Hilly,216,251.0,2,0,0,0,0,1,0,1,0,0,0,35.0
R067542,25,Male,9,4,Beginner,9,292.0,17.8,3,15.0,1,3,95,15,6.8,78,58.61662260988221,20.7,7.7,5.0,2,Moderate,6.0,6.0,52,5,76,42,78,69,95,57,2024-05-03,Rainy,Hilly,268,322.0,5,0,0,0,0,0,0,0,0,0,0,54.0
R080603,52,Male,37,3,Intermediate,9,213.0,22.9,6,15.0,1,1,58,8,0.1,53,67.91422905959277,29.0,6.4,5.8,0,None,1.0,7.0,69,26,54,22,39,32,73,46,2025-08-14,Windy,Mixed,222,238.0,8,3,0,0,0,1,0,0,0,0,1,16.0
R036698,59,Male,19,3,Beginner,2,257.0,16.0,5,16.9,0,2,71,10,0.6,76,54.67448868357463,24.6,5.2,7.5,1,Minor,2.0,2.0,70,29,0,0,56,84,24,23,2024-12-21,Hot,Mixed,243,294.0,7,0,0,0,0,0,0,0,0,0,0,51.0
R062399,26,Male,38,0,Intermediate,8,,12.4,5,15.0,1,2,98,13,2.6,69,67.55372021885758,26.9,8.2,6.4,1,Severe,3.0,4.0,64,2,0,59,90,68,74,45,2024-01-30,Cloudy,Flat,222,272.0,5,0,0,1,0,0,0,0,0,0,0,50.0
R078408,42,Male,82,3,Advanced,2,177.0,12.4,5,16.1,2,2,55,11,1.2,46,72.02049109681566,23.8,7.2,6.4,2,Minor,5.0,8.0,79,34,18,19,63,1,35,24,2024-02-16,Cloudy,Flat,183,207.0,4,2,0,0,0,0,0,0,0,0,1,24.0
R099441,63,Non-binary,24,3,Beginner,9,297.0,12.4,4,15.0,1,3,94,11,0.1,80,40.27475350863039,22.3,5.8,8.1,0,None,7.0,7.0,70,6,59,36,84,25,71,37,2024-11-21,Sunny,Mixed,299,334.0,8,0,0,0,0,1,0,0,0,0,0,35.0
R086149,21,Male,11,2,Beginner,4,273.0,15.3,3,15.0,1,3,92,13,0.0,79,52.67751486415833,26.6,10.0,6.0,1,Minor,4.0,7.0,86,8,0,14,80,0,74,56,2025-05-23,Sunny,Mixed,281,320.0,6,0,0,0,0,0,0,0,0,0,0,39.0
R015121,52,Female,20,2,Beginner,3,317.0,23.3,4,15.0,0,3,76,12,10.0,69,62.40221960367783,25.1,4.8,7.2,0,None,5.0,6.0,75,24,9,35,71,6,56,57,2025-08-20,Sunny,Hilly,294,331.0,6,0,0,0,0,0,0,0,0,0,0,37.0
R049472,39,Female,6,4,Beginner,9,287.0,14.7,3,15.0,1,3,88,11,0.0,76,56.82824450755028,21.8,6.6,7.2,1,Minor,6.0,5.0,52,12,45,48,55,24,74,35,2024-05-01,Hot,Hilly,283,335.0,6,0,0,0,0,0,0,0,0,0,0,52.0
R004835,30,Male,9,3,Beginner,8,280.0,12.4,3,15.0,1,3,93,11,0.8,75,61.87696424008048,23.3,7.7,8.4,2,Severe,7.0,6.0,92,0,39,64,95,58,69,63,2025-07-04,Rainy,Flat,270,320.0,6,0,0,0,0,0,0,1,0,0,0,50.0
R055821,40,Female,31,1,Intermediate,1,259.0,12.4,6,15.0,1,1,84,10,0.0,73,59.42809441082181,21.0,8.4,6.9,0,None,6.0,6.0,77,16,12,0,73,0,58,48,2024-07-11,Cloudy,Flat,270,297.0,6,1,0,0,0,0,1,0,0,0,1,27.0
R053112,20,Female,6,2,Beginner,10,298.0,18.1,4,18.0,1,3,97,16,0.0,80,40.82936232689018,23.3,10.0,6.3,1,Moderate,6.0,7.0,79,3,48,81,76,18,78,72,2025-04-18,Cloudy,Mixed,270,318.0,6,0,0,0,0,0,0,0,0,0,0,48.0
R075401,38,Female,28,2,Intermediate,6,275.0,12.4,4,15.0,1,3,67,14,0.0,72,55.18048517382939,19.1,5.4,6.4,1,Minor,5.0,5.0,74,33,30,0,35,26,66,46,2024-05-16,Sunny,Mixed,259,301.0,6,0,0,0,0,0,0,0,0,0,0,42.0
R098388,48,Non-binary,32,1,Intermediate,9,250.0,36.3,4,21.6,1,3,100,12,10.0,80,40.74319784783627,25.3,7.2,5.9,0,None,7.0,7.0,112,0,56,43,100,47,93,91,2024-05-01,Windy,Flat,217,248.0,4,1,0,0,0,0,0,0,0,0,1,31.0
R083469,64,Male,112,6,Advanced,3,163.0,12.4,5,15.0,2,2,64,11,5.3,80,53.55743104202453,20.3,2.4,5.2,0,None,6.0,6.0,64,36,48,5,55,0,73,51,2024-08-09,Cold,Flat,172,211.0,9,0,0,0,1,0,0,0,0,0,0,39.0
R086429,22,Female,69,2,Advanced,10,240.0,22.4,5,15.0,1,2,87,13,0.6,78,53.55743104202453,20.2,8.9,6.1,0,None,3.0,9.0,83,13,62,73,80,100,66,50,2025-03-16,Cloudy,Hilly,226,254.0,7,1,0,0,1,0,0,0,0,0,1,28.0
R033339,32,Female,89,3,Advanced,5,241.0,24.8,6,15.0,2,1,76,11,0.1,77,57.91705004959696,26.9,6.1,7.0,0,None,8.0,5.0,79,24,63,69,97,21,100,42,2025-01-09,Rainy,Mixed,210,242.0,6,1,0,0,0,1,0,0,0,0,1,32.0
R082480,41,Male,6,2,Beginner,6,300.0,22.2,3,15.0,1,3,73,12,6.3,70,60.35929267725421,21.3,4.8,6.7,0,None,3.0,7.0,69,27,34,13,39,45,22,23,2025-08-20,Sunny,Flat,284,315.0,1,1,0,0,0,0,0,0,0,0,1,31.0
R058712,49,Female,6,4,Beginner,1,312.0,12.4,4,15.0,1,3,56,8,0.1,80,45.9137681045187,20.0,5.5,7.8,2,Moderate,6.0,6.0,57,44,14,14,52,0,53,57,2025-05-15,Rainy,Hilly,278,338.0,7,0,0,0,0,1,1,0,0,0,0,60.0
R052717,41,Female,55,1,Intermediate,8,283.0,27.2,5,23.7,1,2,100,16,0.7,80,49.3362575522595,21.3,5.9,7.2,3,Minor,9.0,6.0,93,0,26,57,88,67,45,56,2024-01-04,Cold,Hilly,264,304.0,6,0,0,0,0,0,0,1,0,0,0,40.0
R015747,28,Female,7,1,Beginner,10,234.0,19.0,4,15.0,1,3,89,15,1.0,71,64.62398866387124,21.5,8.1,5.0,2,Severe,8.0,7.0,95,0,69,59,95,73,46,69,2025-04-17,Windy,Flat,234,284.0,8,0,0,0,0,0,0,0,0,0,0,50.0
R069561,25,Male,76,3,Advanced,7,237.0,34.4,6,29.5,1,1,76,15,2.8,75,58.91327265178159,23.2,8.4,6.2,2,Moderate,2.0,7.0,49,24,29,56,65,65,32,44,2024-07-04,Cloudy,Flat,230,265.0,5,0,0,0,0,0,0,0,0,0,0,35.0
R078871,63,Female,28,2,Intermediate,3,262.0,12.4,6,15.0,1,1,49,8,1.1,75,53.83974756025933,22.6,2.5,5.0,1,Moderate,10.0,5.0,87,51,18,0,25,14,15,12,2024-12-16,Cloudy,Mixed,231,285.0,7,0,0,0,0,0,0,0,0,0,0,54.0
R031721,23,Male,108,1,Advanced,10,220.0,25.8,6,19.0,2,1,81,11,0.5,70,64.94495576326673,20.6,9.4,7.0,0,None,7.0,6.0,87,19,52,84,81,19,89,72,2024-09-24,Cold,Flat,222,246.0,3,2,0,0,0,0,0,0,1,0,1,24.0
R042658,38,Male,64,1,Advanced,5,229.0,14.4,5,15.0,1,2,84,15,2.9,65,53.55743104202453,23.7,6.6,6.0,2,Minor,5.0,7.0,54,16,8,50,100,51,80,47,2024-07-31,Cloudy,Flat,222,247.0,7,2,0,0,1,0,0,0,0,0,1,25.0
R042726,31,Male,13,4,Beginner,4,307.0,12.4,3,15.0,0,3,80,14,0.0,75,52.03673189644038,23.5,7.0,6.1,2,Minor,6.0,6.0,58,20,0,48,65,13,66,14,2024-02-05,Sunny,Flat,300,334.0,9,0,0,0,0,0,0,0,0,0,0,34.0
R018841,48,Female,69,2,Advanced,7,176.0,30.1,6,15.0,1,1,72,13,0.6,80,46.08180783975307,25.0,5.3,6.8,0,None,8.0,6.0,35,28,99,45,71,60,40,60,2025-05-10,Hot,Flat,190,224.0,4,0,0,0,0,0,0,0,0,0,0,34.0
R027585,18,Male,24,2,Beginner,3,270.0,25.5,4,21.5,1,3,91,10,0.0,61,70.02381495291452,21.7,7.7,7.1,0,None,6.0,3.0,112,9,23,22,52,22,64,37,2024-01-08,Sunny,Flat,264,285.0,2,3,0,0,0,0,1,0,0,0,1,21.0
R096805,36,Male,67,4,Advanced,5,210.0,19.7,6,15.0,1,1,83,11,0.0,66,67.08972021487713,27.7,8.8,6.1,2,Minor,7.0,6.0,106,17,50,31,58,23,100,18,2025-07-19,Windy,Mixed,187,224.0,6,0,0,0,0,0,0,0,0,0,0,37.0
R060143,62,Male,28,2,Intermediate,9,259.0,32.9,5,19.9,1,2,82,11,1.5,77,54.33198914444775,21.9,4.2,5.7,2,Moderate,8.0,6.0,50,18,37,49,62,59,50,39,2024-06-14,Rainy,Flat,248,295.0,2,0,0,0,0,0,0,0,0,0,0,47.0
R084909,30,Male,64,3,Advanced,5,217.0,18.1,5,15.0,2,2,78,15,5.1,75,55.85109898961189,21.9,10.0,7.9,1,Minor,1.0,2.0,71,22,65,24,100,29,62,66,2025-11-25,Cloudy,Mixed,210,242.0,9,1,0,0,0,0,0,0,0,0,1,32.0
R011115,21,Female,11,1,Beginner,2,278.0,12.4,4,15.0,1,3,78,6,0.0,80,53.9368585248885,21.0,8.1,7.5,0,None,5.0,6.0,47,22,41,34,68,0,81,79,2025-09-13,Cold,Hilly,264,309.0,6,0,0,0,0,0,0,0,0,0,0,45.0
R050913,62,Female,19,5,Beginner,7,289.0,12.4,4,15.0,1,3,91,14,0.0,75,50.51976959036764,23.5,2.7,7.5,0,None,6.0,8.0,76,9,1,5,94,81,96,97,2025-08-24,Sunny,Flat,277,305.0,8,1,0,0,0,0,0,0,0,0,1,28.0
R073019,19,Non-binary,32,1,Intermediate,7,279.0,24.2,5,15.0,1,2,97,15,1.4,67,53.55743104202453,25.7,8.7,5.1,1,Moderate,3.0,7.0,112,3,49,67,66,43,76,83,2025-10-01,Cloudy,Mixed,245,283.0,9,0,0,0,1,0,0,0,0,0,0,38.0
R002273,19,Male,6,2,Beginner,4,263.0,13.4,4,15.6,1,3,96,16,0.0,80,41.86100972275283,22.8,9.6,5.2,0,None,1.0,3.0,106,4,1,22,58,0,39,51,2025-04-29,Sunny,Mixed,247,285.0,5,0,0,0,0,0,0,0,0,0,0,38.0
R076503,35,Non-binary,50,3,Intermediate,3,256.0,12.4,4,15.0,2,3,71,11,6.1,67,64.29543627946681,19.8,6.7,7.0,1,Severe,4.0,3.0,56,29,13,7,58,34,48,67,2024-05-11,Cold,Hilly,239,299.0,7,0,0,0,0,0,0,0,1,0,0,60.0
R053612,25,Female,22,2,Beginner,9,283.0,32.7,3,22.5,0,3,83,14,1.4,73,60.44265239484531,20.9,9.4,8.0,1,Minor,5.0,7.0,41,17,50,63,62,100,50,70,2024-02-24,Sunny,Hilly,306,340.0,9,0,0,0,0,0,0,0,0,0,0,34.0
R014484,40,Male,97,1,Advanced,8,217.0,21.8,5,21.2,1,2,98,16,0.1,76,53.73040753285161,23.0,9.9,9.3,0,None,4.0,9.0,107,2,48,73,80,95,69,57,2025-02-17,Cloudy,Hilly,203,229.0,9,2,0,0,0,1,0,0,0,0,1,26.0
R019515,43,Female,34,2,Intermediate,2,252.0,12.4,5,15.0,1,2,75,8,5.7,80,38.48667614918996,24.3,10.0,8.6,0,None,7.0,7.0,61,25,5,0,75,3,63,70,2024-07-23,Cold,Hilly,242,287.0,8,0,0,0,0,0,0,0,0,0,0,45.0
R003117,26,Male,34,4,Intermediate,1,255.0,12.4,5,15.0,1,2,60,7,10.0,80,49.42600228955225,24.7,10.0,6.3,0,None,5.0,8.0,63,40,34,13,51,61,43,92,2025-06-26,Sunny,Hilly,266,303.0,8,0,0,0,0,0,0,0,0,0,0,37.0
R047174,38,Male,7,1,Beginner,8,268.0,28.8,3,16.1,1,3,81,15,0.0,78,53.55743104202453,22.1,2.0718622692346056,5.506353378567247,0,None,3.0,3.0,93,19,35,32,77,39,92,91,2025-03-28,Rainy,Flat,254,301.0,6,0,0,0,1,0,0,0,0,0,0,47.0
R072901,39,Male,6,2,Beginner,2,291.0,16.2,5,15.0,1,2,75,10,0.0,80,47.56139024015988,24.3,7.7,6.5,0,None,7.0,3.0,56,25,21,30,55,0,57,88,2025-08-16,Rainy,Mixed,278,322.0,3,0,0,0,0,0,0,0,0,0,0,44.0
R037002,30,Male,30,4,Intermediate,9,291.0,16.2,3,16.4,1,3,98,13,5.2,70,68.35146465846618,19.2,9.2,7.0,0,None,6.0,5.0,71,2,33,72,80,67,53,55,2024-07-11,Rainy,Mixed,270,298.0,8,1,0,0,0,0,0,0,1,0,1,28.0
R092015,24,Male,200,2,Advanced,6,184.0,26.2,5,22.2,2,2,80,16,0.0,78,53.55743104202453,27.8,8.9,6.2,0,None,6.0,3.0,83,20,50,36,50,70,63,27,2024-09-28,Hot,Flat,182,212.0,7,1,0,0,1,0,0,0,0,0,1,30.0
R088447,24,Female,6,2,Beginner,8,295.0,13.0,6,15.0,0,1,90,15,3.2,76,53.48673784188816,18.1,6.6,6.1,2,Moderate,4.0,9.0,69,10,73,35,67,58,97,79,2025-05-31,Sunny,Hilly,290,,4,0,1,0,0,0,0,0,0,0,0,
R008611,30,Female,18,0,Beginner,2,,12.4,3,15.0,1,3,68,13,1.2,74,59.28192609024831,20.2,8.6,7.4,0,None,4.0,2.0,55,32,8,11,42,0,61,43,2025-06-10,Sunny,Flat,263,292.0,8,1,0,1,0,0,0,0,0,0,1,29.0
R099176,44,Male,6,3,Beginner,5,275.0,12.4,5,15.0,1,2,93,16,0.0,80,49.173982946722376,24.9,5.4,6.3,3,Severe,4.0,8.0,78,9,38,11,86,55,60,18,2024-12-11,Cold,Mixed,253,307.0,10,0,0,0,0,0,0,0,0,0,0,54.0
R058244,42,Female,24,0,Beginner,8,,33.6,4,18.3,1,3,98,15,0.0,72,56.0727841610997,24.2,7.0,6.8,0,None,9.0,6.0,67,2,55,72,85,74,31,92,2025-08-05,Rainy,Mixed,234,263.0,9,1,0,1,0,0,0,1,0,0,1,29.0
R037725,28,Male,9,0,Beginner,6,,12.4,3,15.0,0,3,85,11,0.1,69,64.96633853000186,21.6,7.3,7.1,1,Minor,8.0,4.0,81,15,73,40,78,59,71,57,2025-05-21,Cloudy,Mixed,309,343.0,5,0,0,1,0,1,0,0,0,0,0,34.0
R027015,37,Male,132,3,Advanced,1,175.0,12.4,5,15.0,2,2,87,12,0.0,80,50.16363665300855,23.7,4.6,7.9,1,Moderate,8.0,6.0,68,13,8,36,70,0,53,45,2024-10-09,Sunny,Mixed,171,216.0,7,0,0,0,0,0,0,0,0,0,0,45.0
R096287,50,Male,58,3,Intermediate,7,250.0,12.4,4,15.0,1,3,94,14,0.0,78,50.875018817688655,24.3,6.2,9.1,0,None,6.0,4.0,67,6,36,24,69,82,78,54,2025-09-16,Cloudy,Mixed,241,269.0,6,1,0,0,0,0,0,0,0,0,1,28.0
